Entry	Entry Name	Organism	Length	Gene Names (primary)	Protein families
Q68CR7	LRC66_HUMAN	Homo sapiens (Human)	880	LRRC66	
Q68D20	PMS2L_HUMAN	Homo sapiens (Human)	193	PMS2CL	DNA mismatch repair MutL/HexB family
Q68D42	TM215_HUMAN	Homo sapiens (Human)	235	TMEM215	
Q69YL0	NCAS2_HUMAN	Homo sapiens (Human)	99	NCBP2AS2	
Q69YW2	STUM_HUMAN	Homo sapiens (Human)	141	STUM	SPEC3 family
Q69YZ2	T200B_HUMAN	Homo sapiens (Human)	307	TMEM200B	TMEM200 family
Q6B9Z1	IGFL4_HUMAN	Homo sapiens (Human)	124	IGFL4	IGFL family
Q6DCA0	AMERL_HUMAN	Homo sapiens (Human)	310	AMMECR1L	
Q6EEV4	GL1AD_HUMAN	Homo sapiens (Human)	148	POLR2M	
Q6GMV3	PTRD1_HUMAN	Homo sapiens (Human)	140	PTRHD1	PTH2 family
Q6GV28	TM225_HUMAN	Homo sapiens (Human)	225	TMEM225	
Q6ICG6	K0930_HUMAN	Homo sapiens (Human)	404	KIAA0930	
Q6ICI0	LHPL7_HUMAN	Homo sapiens (Human)	200	LHFPL7	TMEM211 family
Q6IE37	OVOS1_HUMAN	Homo sapiens (Human)	1185	OVOS1	Protease inhibitor I39 (alpha-2-macroglobulin) family
Q6IE38	ISK14_HUMAN	Homo sapiens (Human)	97	SPINK14	
Q6IPW1	CK071_HUMAN	Homo sapiens (Human)	123	C11orf71	
Q6JVE5	LCN12_HUMAN	Homo sapiens (Human)	192	LCN12	Calycin superfamily
Q6MZM9	PRR27_HUMAN	Homo sapiens (Human)	219	PRR27	
Q6MZN7	HCP5_HUMAN	Homo sapiens (Human)	132	HCP5	
Q6NSI1	AR26L_HUMAN	Homo sapiens (Human)	321	ANKRD26P1	
Q6NSI3	FA53A_HUMAN	Homo sapiens (Human)	398	FAM53A	FAM53 family
Q6NT46	GAG2A_HUMAN	Homo sapiens (Human)	116	GAGE2A	GAGE family
Q6NUI1	C144L_HUMAN	Homo sapiens (Human)	221	CCDC144NL	CCDC144 family
Q6NV74	CRCDL_HUMAN	Homo sapiens (Human)	962	CRACDL	
Q6NVV0	MKRN5_HUMAN	Homo sapiens (Human)	33	MKRN9P	
Q6NVV1	R13P3_HUMAN	Homo sapiens (Human)	102	RPL13AP3	Universal ribosomal protein uL13 family
Q6NXN4	D19P1_HUMAN	Homo sapiens (Human)	242	DPY19L2P1	Dpy-19 family
Q6NXP6	NXRD1_HUMAN	Homo sapiens (Human)	359	NOXRED1	Pyrroline-5-carboxylate reductase family
Q6P047	CH074_HUMAN	Homo sapiens (Human)	294	C8orf74	
Q6P0A1	F180B_HUMAN	Homo sapiens (Human)	183	FAM180B	FAM180 family
Q6P1M9	ARMX5_HUMAN	Homo sapiens (Human)	558	ARMCX5	Eutherian X-chromosome-specific Armcx family
Q6P1R3	MSD2_HUMAN	Homo sapiens (Human)	559	MSANTD2	
Q6P1X6	CH082_HUMAN	Homo sapiens (Human)	216	C8orf82	UPF0598 family
Q6P2C0	WDR93_HUMAN	Homo sapiens (Human)	686	WDR93	
Q6P2I3	FAH2B_HUMAN	Homo sapiens (Human)	314	FAHD2B	FAH family
Q6P2I7	EBLN2_HUMAN	Homo sapiens (Human)	272	EBLN2	
Q6P2S7	TTC41_HUMAN	Homo sapiens (Human)	1318	TTC41P	
Q6P3W6	NBPFA_HUMAN	Homo sapiens (Human)	3795	NBPF10	NBPF family
Q6P3X3	TTC27_HUMAN	Homo sapiens (Human)	843	TTC27	TTC27 family
Q6P3X8	PGBD2_HUMAN	Homo sapiens (Human)	592	PGBD2	
Q6P575	BGP11_HUMAN	Homo sapiens (Human)	273	GUSBP11	Glycosyl hydrolase 2 family
Q6P5R6	RL22L_HUMAN	Homo sapiens (Human)	122	RPL22L1	Eukaryotic ribosomal protein eL22 family
Q6P6B1	ERIC5_HUMAN	Homo sapiens (Human)	374	ERICH5	
Q6P7N7	TMM81_HUMAN	Homo sapiens (Human)	255	TMEM81	
Q6P9G0	CB5D1_HUMAN	Homo sapiens (Human)	228	CYB5D1	Cytochrome b5 family
Q6PDB4	ZN880_HUMAN	Homo sapiens (Human)	577	ZNF880	
Q6PEV8	F199X_HUMAN	Homo sapiens (Human)	388	FAM199X	FAM199 family
Q6PEX7	TEX38_HUMAN	Homo sapiens (Human)	206	TEX38	
Q6PGQ1	DRIC1_HUMAN	Homo sapiens (Human)	229	DRICH1	
Q6PIV7	S2534_HUMAN	Homo sapiens (Human)	304	SLC25A34	Mitochondrial carrier (TC 2.A.29) family
Q6PIY5	ARMD1_HUMAN	Homo sapiens (Human)	440	ARMH1	
Q6PK57	DMP34_HUMAN	Homo sapiens (Human)	102	DNM1P34	
Q6Q795	VBPC1_HUMAN	Homo sapiens (Human)	121		
Q6QAJ8	TM220_HUMAN	Homo sapiens (Human)	160	TMEM220	
Q6T311	ARL9_HUMAN	Homo sapiens (Human)	187	ARL9	Small GTPase superfamily
Q6UDR6	SPIT4_HUMAN	Homo sapiens (Human)	99	SPINT4	
Q6URK8	TEPP_HUMAN	Homo sapiens (Human)	271	TEPP	
Q6UWF9	F180A_HUMAN	Homo sapiens (Human)	173	FAM180A	FAM180 family
Q6UWH6	TX261_HUMAN	Homo sapiens (Human)	196	TEX261	SVP26 family
Q6UWW0	LCN15_HUMAN	Homo sapiens (Human)	184	LCN15	Calycin superfamily
Q6UXB0	F131A_HUMAN	Homo sapiens (Human)	366	FAM131A	FAM131 family
Q6UXD1	HRCT1_HUMAN	Homo sapiens (Human)	115	HRCT1	
Q6UXP3	TM14E_HUMAN	Homo sapiens (Human)	125	TMEM14EP	TMEM14 family
Q6UXP7	F151B_HUMAN	Homo sapiens (Human)	276	FAM151B	FAM151 family
Q6UXQ8	YO002_HUMAN	Homo sapiens (Human)	127		
Q6UXR4	SPA13_HUMAN	Homo sapiens (Human)	307	SERPINA13P	Serpin family
Q6UXR6	YI004_HUMAN	Homo sapiens (Human)	183		
Q6UXS0	CL19A_HUMAN	Homo sapiens (Human)	136	CLEC19A	
Q6UXU0	YS002_HUMAN	Homo sapiens (Human)	137		
Q6UYE1	LEU7_HUMAN	Homo sapiens (Human)	221	DLEU7	
Q6WQI6	HEPN1_HUMAN	Homo sapiens (Human)	88	HEPN1	
Q6WRX3	ZY11A_HUMAN	Homo sapiens (Human)	759	ZYG11A	Zyg-11 family
Q6X4T0	CL054_HUMAN	Homo sapiens (Human)	127	C12orf54	
Q6XXX2	CU024_HUMAN	Homo sapiens (Human)	140	LINC00114	
Q6ZMT9	DTHD1_HUMAN	Homo sapiens (Human)	781	DTHD1	
Q6ZMU1	C3P1_HUMAN	Homo sapiens (Human)	363	C3P1	
Q6ZMV8	ZN730_HUMAN	Homo sapiens (Human)	503	ZNF730	Krueppel C2H2-type zinc-finger protein family
Q6ZN03	CU136_HUMAN	Homo sapiens (Human)	302	LINC00322	
Q6ZN92	DUTL_HUMAN	Homo sapiens (Human)	141		DUTPase family
Q6ZNB5	XNDC1_HUMAN	Homo sapiens (Human)	234	XNDC1N	
Q6ZNG2	DBX2_HUMAN	Homo sapiens (Human)	339	DBX2	H2.0 homeobox family
Q6ZNG9	KRBA2_HUMAN	Homo sapiens (Human)	492	KRBA2	
Q6ZNM6	TEX43_HUMAN	Homo sapiens (Human)	134	TEX43	
Q6ZNQ3	LRC69_HUMAN	Homo sapiens (Human)	347	LRRC69	LRRC69 family
Q6ZQN5	FOXI2_HUMAN	Homo sapiens (Human)	318	FOXI2	
Q6ZQQ2	S31D1_HUMAN	Homo sapiens (Human)	1576	SPATA31D1	SPATA31 family
Q6ZQT0	YD023_HUMAN	Homo sapiens (Human)	140		
Q6ZQV5	ZN788_HUMAN	Homo sapiens (Human)	82	ZNF788P	
Q6ZQY2	LR74B_HUMAN	Homo sapiens (Human)	392	LRRC74B	
Q6ZRC1	CD050_HUMAN	Homo sapiens (Human)	276	C4orf50	
Q6ZRK6	CCD73_HUMAN	Homo sapiens (Human)	1079	CCDC73	
Q6ZRP0	PR23C_HUMAN	Homo sapiens (Human)	262	PRR23C	PRR23 family
Q6ZRR7	LRRC9_HUMAN	Homo sapiens (Human)	1453	LRRC9	
Q6ZRT6	PR23B_HUMAN	Homo sapiens (Human)	265	PRR23B	PRR23 family
Q6ZS02	DMP46_HUMAN	Homo sapiens (Human)	220	DNM1P46	
Q6ZS62	COLC1_HUMAN	Homo sapiens (Human)	124	COLCA1	
Q6ZSB3	CB046_HUMAN	Homo sapiens (Human)	139	LINC00299	
Q6ZSC3	RBM43_HUMAN	Homo sapiens (Human)	357	RBM43	
Q6ZSJ8	CA122_HUMAN	Homo sapiens (Human)	110	C1orf122	
Q6ZSR9	YJ005_HUMAN	Homo sapiens (Human)	355		
Q6ZST2	COLDT_HUMAN	Homo sapiens (Human)	131	COL25A1-DT	
Q6ZST4	LCNL1_HUMAN	Homo sapiens (Human)	164	LCNL1	Calycin superfamily
Q6ZT52	FA43B_HUMAN	Homo sapiens (Human)	329	FAM43B	FAM43 family
Q6ZTB9	ZN833_HUMAN	Homo sapiens (Human)	187	ZNF833P	
Q6ZTK2	YP015_HUMAN	Homo sapiens (Human)	550		
Q6ZTZ1	MSD1_HUMAN	Homo sapiens (Human)	278	MSANTD1	
Q6ZU45	CL20A_HUMAN	Homo sapiens (Human)	400	CLEC20A	
Q6ZU69	F205A_HUMAN	Homo sapiens (Human)	1335	FAM205A	FAM205 family
Q6ZUA9	MROH5_HUMAN	Homo sapiens (Human)	1318	MROH5	
Q6ZUB0	S31D4_HUMAN	Homo sapiens (Human)	917	SPATA31D4	SPATA31 family
Q6ZUF6	NC336_HUMAN	Homo sapiens (Human)	198	LINC00336	
Q6ZUL3	CH086_HUMAN	Homo sapiens (Human)	223	LINC03042	
Q6ZUS5	CC121_HUMAN	Homo sapiens (Human)	278	CCDC121	
Q6ZUU3	FOXNB_HUMAN	Homo sapiens (Human)	175	FOXL2NB	
Q6ZV70	LANC3_HUMAN	Homo sapiens (Human)	420	LANCL3	LanC-like protein family
Q6ZV77	CI139_HUMAN	Homo sapiens (Human)	190	LINC02908	
Q6ZV80	CB091_HUMAN	Homo sapiens (Human)	131	LINC02898	
Q6ZVK1	T179A_HUMAN	Homo sapiens (Human)	233	TMEM179	TMEM179 family
Q6ZVN7	SEML_HUMAN	Homo sapiens (Human)	128	SEM1	
Q6ZVS7	F183B_HUMAN	Homo sapiens (Human)	135	FAM183BP	FAM183 family
Q6ZVT6	CF20D_HUMAN	Homo sapiens (Human)	689	CFAP20DC	
Q6ZW13	CP086_HUMAN	Homo sapiens (Human)	317	C16orf86	
Q6ZWI9	RFPLB_HUMAN	Homo sapiens (Human)	263	RFPL4B	
Q71RG6	YH006_HUMAN	Homo sapiens (Human)	208		
Q75LS8	FKB9L_HUMAN	Homo sapiens (Human)	142	FKBP9P1	
Q75MW2	ZN767_HUMAN	Homo sapiens (Human)	155	ZNF767P	
Q7L0L9	YA043_HUMAN	Homo sapiens (Human)	218		
Q7L4S7	ARMX6_HUMAN	Homo sapiens (Human)	300	ARMCX6	Eutherian X-chromosome-specific Armcx family
Q7Z2F6	KRBX5_HUMAN	Homo sapiens (Human)	126	KRBOX5	
Q7Z2R9	SSAS1_HUMAN	Homo sapiens (Human)	100	SSBP3-AS1	
Q7Z2V1	TNT_HUMAN	Homo sapiens (Human)	217	C16orf82	
Q7Z2X7	PAGE2_HUMAN	Homo sapiens (Human)	111	PAGE2	GAGE family
Q7Z3B0	SIM15_HUMAN	Homo sapiens (Human)	74	SMIM15	SMIM15 family
Q7Z4B0	CR020_HUMAN	Homo sapiens (Human)	112	LINC00305	
Q7Z4S9	SH2D6_HUMAN	Homo sapiens (Human)	175	SH2D6	
Q7Z5D8	NANGN_HUMAN	Homo sapiens (Human)	188	NANOGNB	
Q7Z5U6	WDR53_HUMAN	Homo sapiens (Human)	358	WDR53	WD repeat WDR53 family
Q7Z6I8	CE024_HUMAN	Homo sapiens (Human)	188	C5orf24	UPF0461 family
Q7Z6K3	PTAR1_HUMAN	Homo sapiens (Human)	402	PTAR1	Protein prenyltransferase subunit alpha family
Q7Z7L8	CK096_HUMAN	Homo sapiens (Human)	435	C11orf96	
Q86SG4	DPCA2_HUMAN	Homo sapiens (Human)	172	HMGN2P46	
Q86SH2	ZAR1_HUMAN	Homo sapiens (Human)	424	ZAR1	ZAR1 family
Q86SH4	PRNT_HUMAN	Homo sapiens (Human)	94	PRNT	
Q86SY8	KTAS1_HUMAN	Homo sapiens (Human)	53	KTN1-AS1	
Q86T23	CROL1_HUMAN	Homo sapiens (Human)	111	CROCCP2	Rootletin family
Q86TI4	WDR86_HUMAN	Homo sapiens (Human)	376	WDR86	
Q86TZ1	TTC6_HUMAN	Homo sapiens (Human)	520	TTC6	
Q86U02	CN165_HUMAN	Homo sapiens (Human)	117	LINC00596	
Q86U17	SPA11_HUMAN	Homo sapiens (Human)	422	SERPINA11	Serpin family
Q86UD1	OAF_HUMAN	Homo sapiens (Human)	273	OAF	OAF family
Q86UD7	TBC26_HUMAN	Homo sapiens (Human)	250	TBC1D26	
Q86UF4	CC190_HUMAN	Homo sapiens (Human)	302	CCDC190	
Q86UP9	LHPL3_HUMAN	Homo sapiens (Human)	236	LHFPL3	LHFP family
Q86UQ5	GTSC1_HUMAN	Homo sapiens (Human)	136	GTSCR1	
Q86V59	PNM8A_HUMAN	Homo sapiens (Human)	439	PNMA8A	PNMA family
Q86V85	GP180_HUMAN	Homo sapiens (Human)	440	GPR180	
Q86VQ1	GLCI1_HUMAN	Homo sapiens (Human)	547	GLCCI1	
Q86VZ2	WDR5B_HUMAN	Homo sapiens (Human)	330	WDR5B	WD repeat WDR5/wds family
Q86WR6	CHCT1_HUMAN	Homo sapiens (Human)	236	CHCT1	
Q86WZ0	HEAT4_HUMAN	Homo sapiens (Human)	1026	HEATR4	
Q86X40	LRC28_HUMAN	Homo sapiens (Human)	367	LRRC28	
Q86X53	ERIC1_HUMAN	Homo sapiens (Human)	443	ERICH1	
Q86X59	CQ082_HUMAN	Homo sapiens (Human)	251	LINC02875	
Q86XG9	NBPF5_HUMAN	Homo sapiens (Human)	351	NBPF5P	NBPF family
Q86XI8	ZSWM9_HUMAN	Homo sapiens (Human)	627	ZSWIM9	
Q86XN7	PRSR1_HUMAN	Homo sapiens (Human)	944	PROSER1	
Q86Y27	BAGE5_HUMAN	Homo sapiens (Human)	43	BAGE5	BAGE family
Q86Y28	BAGE4_HUMAN	Homo sapiens (Human)	39	BAGE4	BAGE family
Q86Y29	BAGE3_HUMAN	Homo sapiens (Human)	109	BAGE3	BAGE family
Q86Y30	BAGE2_HUMAN	Homo sapiens (Human)	109	BAGE2	BAGE family
Q86YG4	NT5D4_HUMAN	Homo sapiens (Human)	428	NT5DC4	5'(3')-deoxyribonucleotidase family
Q8IU53	CASC2_HUMAN	Homo sapiens (Human)	76	CASC2	
Q8IUI4	S29P2_HUMAN	Homo sapiens (Human)	249	SNX29P2	Sorting nexin family
Q8IV32	CCD71_HUMAN	Homo sapiens (Human)	467	CCDC71	
Q8IV35	WDR49_HUMAN	Homo sapiens (Human)	697	WDR49	
Q8IV56	PRR15_HUMAN	Homo sapiens (Human)	129	PRR15	PRR15 family
Q8IVB5	LIX1L_HUMAN	Homo sapiens (Human)	337	LIX1L	LIX1 family
Q8IVF1	NTM2A_HUMAN	Homo sapiens (Human)	878	NUTM2A	NUT family
Q8IVJ8	APRG1_HUMAN	Homo sapiens (Human)	170	APRG1	
Q8IVK1	GLCM1_HUMAN	Homo sapiens (Human)	47	GLYCAM1	PP3/GlyCAM-1 family
Q8IVU9	CBCO1_HUMAN	Homo sapiens (Human)	208	CABCOCO1	
Q8IWA6	CCD60_HUMAN	Homo sapiens (Human)	550	CCDC60	
Q8IWD5	MFS6L_HUMAN	Homo sapiens (Human)	586	MFSD6L	Major facilitator superfamily
Q8IWF7	U2D2L_HUMAN	Homo sapiens (Human)	75	UBE2DNL	Ubiquitin-conjugating enzyme family
Q8IWF9	CCD83_HUMAN	Homo sapiens (Human)	413	CCDC83	
Q8IWN6	F223A_HUMAN	Homo sapiens (Human)	122	FAM223A	FAM223 family
Q8IXL9	IQCF2_HUMAN	Homo sapiens (Human)	164	IQCF2	
Q8IXM7	OD3L1_HUMAN	Homo sapiens (Human)	274	ODF3L1	ODF3 family
Q8IXQ8	PDZD9_HUMAN	Homo sapiens (Human)	264	PDZD9	
Q8IXR5	F178B_HUMAN	Homo sapiens (Human)	679	FAM178B	FAM178 family
Q8IXR9	CL056_HUMAN	Homo sapiens (Human)	622	C12orf56	
Q8IXS0	F217A_HUMAN	Homo sapiens (Human)	508	FAM217A	FAM217 family
Q8IY45	AMN1_HUMAN	Homo sapiens (Human)	258	AMN1	AMN1 family
Q8IYA2	C144C_HUMAN	Homo sapiens (Human)	1237	CCDC144CP	CCDC144 family
Q8IYD2	KLD8A_HUMAN	Homo sapiens (Human)	350	KLHDC8A	
Q8IYK2	CC105_HUMAN	Homo sapiens (Human)	499	CCDC105	
Q8IYN6	UBAD2_HUMAN	Homo sapiens (Human)	164	UBALD2	UBALD family
Q8IYQ7	THNS1_HUMAN	Homo sapiens (Human)	743	THNSL1	Threonine synthase family
Q8IZ63	PRR22_HUMAN	Homo sapiens (Human)	422	PRR22	
Q8IZP6	R113B_HUMAN	Homo sapiens (Human)	322	RNF113B	
Q8IZQ5	SELH_HUMAN	Homo sapiens (Human)	122	SELENOH	SelWTH family
Q8IZU2	WDR17_HUMAN	Homo sapiens (Human)	1322	WDR17	
Q8MH63	LAT1N_HUMAN	Homo sapiens (Human)	180	SLC7A5P1	Amino acid-polyamine-organocation (APC) superfamily
Q8N0U4	F185A_HUMAN	Homo sapiens (Human)	392	FAM185A	
Q8N0U7	CA087_HUMAN	Homo sapiens (Human)	546	C1orf87	
Q8N0V1	ZNAS1_HUMAN	Homo sapiens (Human)	137	ZNF295-AS1	
Q8N0W5	IQCK_HUMAN	Homo sapiens (Human)	287	IQCK	
Q8N0W7	FMR1N_HUMAN	Homo sapiens (Human)	255	FMR1NB	
Q8N123	CPXCR_HUMAN	Homo sapiens (Human)	301	CPXCR1	
Q8N1D5	CF107_HUMAN	Homo sapiens (Human)	194	CFAP107	
Q8N1P7	CRBG2_HUMAN	Homo sapiens (Human)	1661	CRYBG2	Beta/gamma-crystallin family
Q8N1Y9	YI025_HUMAN	Homo sapiens (Human)	231		
Q8N239	KLH34_HUMAN	Homo sapiens (Human)	644	KLHL34	
Q8N268	CT197_HUMAN	Homo sapiens (Human)	126	LINC02910	
Q8N2C3	DEPD4_HUMAN	Homo sapiens (Human)	294	DEPDC4	
Q8N2G6	ZCH24_HUMAN	Homo sapiens (Human)	241	ZCCHC24	
Q8N2R8	FA43A_HUMAN	Homo sapiens (Human)	423	FAM43A	FAM43 family
Q8N2U0	TM256_HUMAN	Homo sapiens (Human)	113	TMEM256	TMEM256 family
Q8N319	CF223_HUMAN	Homo sapiens (Human)	242	LINC03040	
Q8N326	CJ111_HUMAN	Homo sapiens (Human)	155	RPP38-DT	
Q8N398	VW5B2_HUMAN	Homo sapiens (Human)	1242	VWA5B2	
Q8N412	STPG2_HUMAN	Homo sapiens (Human)	459	STPG2	
Q8N446	ZN843_HUMAN	Homo sapiens (Human)	348	ZNF843	
Q8N485	LIX1_HUMAN	Homo sapiens (Human)	282	LIX1	LIX1 family
Q8N4B5	PRR18_HUMAN	Homo sapiens (Human)	295	PRR18	
Q8N4C9	CQ078_HUMAN	Homo sapiens (Human)	275	C17orf78	
Q8N4E4	PDCL2_HUMAN	Homo sapiens (Human)	241	PDCL2	Phosducin family
Q8N4K4	RPRML_HUMAN	Homo sapiens (Human)	120	RPRML	Reprimo family
Q8N4L1	T151A_HUMAN	Homo sapiens (Human)	468	TMEM151A	TMEM151 family
Q8N4L4	SPEM1_HUMAN	Homo sapiens (Human)	309	SPEM1	
Q8N4P6	LRC71_HUMAN	Homo sapiens (Human)	559	LRRC71	
Q8N4S7	PAQR4_HUMAN	Homo sapiens (Human)	273	PAQR4	ADIPOR family
Q8N4V2	SVOP_HUMAN	Homo sapiens (Human)	548	SVOP	Major facilitator superfamily
Q8N4W6	DJC22_HUMAN	Homo sapiens (Human)	341	DNAJC22	
Q8N535	CB052_HUMAN	Homo sapiens (Human)	108	LINC00471	
Q8N5C1	CAHM5_HUMAN	Homo sapiens (Human)	309	CALHM5	CALHM family
Q8N5Q1	GAR5B_HUMAN	Homo sapiens (Human)	922	GARIN5B	GARIN family
Q8N5S3	CB073_HUMAN	Homo sapiens (Human)	287	C2orf73	
Q8N5U0	CK042_HUMAN	Homo sapiens (Human)	333	C11orf42	
Q8N5W8	FA24B_HUMAN	Homo sapiens (Human)	94	FAM24B	FAM24 family
Q8N614	TM156_HUMAN	Homo sapiens (Human)	296	TMEM156	
Q8N6C7	PGSF1_HUMAN	Homo sapiens (Human)	128	MIR7-3HG	
Q8N6G2	TEX26_HUMAN	Homo sapiens (Human)	289	TEX26	
Q8N6L7	TM252_HUMAN	Homo sapiens (Human)	170	TMEM252	
Q8N6N2	TTC9B_HUMAN	Homo sapiens (Human)	239	TTC9B	TTC9 family
Q8N6Q8	MET25_HUMAN	Homo sapiens (Human)	603	METTL25	
Q8N6V4	CJ053_HUMAN	Homo sapiens (Human)	93	C10orf53	UPF0728 family
Q8N755	S66A3_HUMAN	Homo sapiens (Human)	202	SLC66A3	
Q8N769	CN178_HUMAN	Homo sapiens (Human)	122	C14orf178	
Q8N7C4	TM217_HUMAN	Homo sapiens (Human)	229	TMEM217	
Q8N7L0	F216B_HUMAN	Homo sapiens (Human)	139	FAM216B	FAM216 family
Q8N7N1	F86B1_HUMAN	Homo sapiens (Human)	296	FAM86B1	Class I-like SAM-binding methyltransferase superfamily
Q8N7Q2	CEAS1_HUMAN	Homo sapiens (Human)	184	CELF2-AS1	
Q8N7S6	ARI2O_HUMAN	Homo sapiens (Human)	290	ARIH2OS	
Q8N7U9	CQ054_HUMAN	Homo sapiens (Human)	141	LINC00469	
Q8N7X1	RMXL3_HUMAN	Homo sapiens (Human)	1067	RBMXL3	
Q8N7X2	STPG3_HUMAN	Homo sapiens (Human)	386	STPG3	
Q8N7X8	SIGL1_HUMAN	Homo sapiens (Human)	197	SIGLECL1	
Q8N7Y1	KIAS3_HUMAN	Homo sapiens (Human)	241	KIRREL3-AS3	
Q8N7Z2	GG6L1_HUMAN	Homo sapiens (Human)	668	GOLGA6L1	GOLGA6 family
Q8N808	S35G3_HUMAN	Homo sapiens (Human)	338	SLC35G3	SLC35G solute transporter family
Q8N816	TMM99_HUMAN	Homo sapiens (Human)	258	KRT10-AS1	
Q8N888	BCOR2_HUMAN	Homo sapiens (Human)	145	BCORP1	BCOR family
Q8N8A8	F169B_HUMAN	Homo sapiens (Human)	192	FAM169BP	FAM169 family
Q8N8D7	NKAI3_HUMAN	Homo sapiens (Human)	197	NKAIN3	NKAIN family
Q8N8D9	IRAS1_HUMAN	Homo sapiens (Human)	126	IRF1-AS1	
Q8N8E1	MAAS1_HUMAN	Homo sapiens (Human)	139	MAPKAPK5-AS1	
Q8N8H1	ZN321_HUMAN	Homo sapiens (Human)	164	ZNF321P	
Q8N8I0	SAM12_HUMAN	Homo sapiens (Human)	201	SAMD12	
Q8N8I6	CQ055_HUMAN	Homo sapiens (Human)	264	LINC00482	
Q8N8J0	PI4P1_HUMAN	Homo sapiens (Human)	262	PI4KAP1	PI3/PI4-kinase family
Q8N8J7	F241A_HUMAN	Homo sapiens (Human)	132	FAM241A	FAM241 family
Q8N8L6	ARL10_HUMAN	Homo sapiens (Human)	244	ARL10	Small GTPase superfamily
Q8N8Z3	PRR26_HUMAN	Homo sapiens (Human)	221	DIP2C-AS1	
Q8N910	CO056_HUMAN	Homo sapiens (Human)	161	PAK6-AS1	
Q8N945	PRLD2_HUMAN	Homo sapiens (Human)	189	PRELID2	
Q8N957	ANKF1_HUMAN	Homo sapiens (Human)	763	ANKFN1	
Q8N999	CL029_HUMAN	Homo sapiens (Human)	325	C12orf29	
Q8N9B4	ANR42_HUMAN	Homo sapiens (Human)	389	ANKRD42	
Q8N9C0	IGS22_HUMAN	Homo sapiens (Human)	903	IGSF22	
Q8N9G6	YJ012_HUMAN	Homo sapiens (Human)	341		UPF0607 family
Q8N9H9	CA127_HUMAN	Homo sapiens (Human)	656	C1orf127	
Q8N9R0	CP081_HUMAN	Homo sapiens (Human)	145	LINC00304	
Q8N9R6	CDRT4_HUMAN	Homo sapiens (Human)	152	CDRT4	
Q8N9T2	CX042_HUMAN	Homo sapiens (Human)	125	NKAPP1	
Q8N9V3	WSDU1_HUMAN	Homo sapiens (Human)	476	WDSUB1	
Q8N9W7	YO010_HUMAN	Homo sapiens (Human)	124		
Q8N9X5	TMM75_HUMAN	Homo sapiens (Human)	138	LINC02912	
Q8N9Z2	CC71L_HUMAN	Homo sapiens (Human)	235	CCDC71L	
Q8NA03	FSIP1_HUMAN	Homo sapiens (Human)	581	FSIP1	FSIP1 family
Q8NA57	CL050_HUMAN	Homo sapiens (Human)	414	C12orf50	
Q8NA66	CNBD1_HUMAN	Homo sapiens (Human)	436	CNBD1	
Q8NA70	FA47B_HUMAN	Homo sapiens (Human)	645	FAM47B	FAM47 family
Q8NA75	DC4L2_HUMAN	Homo sapiens (Human)	395	DCAF4L2	
Q8NAA5	LR75A_HUMAN	Homo sapiens (Human)	344	LRRC75A	LRRC75 family
Q8NAA6	CO053_HUMAN	Homo sapiens (Human)	179	LINC02694	
Q8NAB2	KBTB3_HUMAN	Homo sapiens (Human)	612	KBTBD3	
Q8NAJ2	CI106_HUMAN	Homo sapiens (Human)	232	LINC02913	
Q8NAP1	CAST3_HUMAN	Homo sapiens (Human)	163	CASTOR3P	GATS family
Q8NAV2	CH058_HUMAN	Homo sapiens (Human)	365	C8orf58	
Q8NBB2	STAS1_HUMAN	Homo sapiens (Human)	130	ST20-AS1	
Q8NBC4	CT203_HUMAN	Homo sapiens (Human)	194	C20orf203	
Q8NBE8	KLH23_HUMAN	Homo sapiens (Human)	558	KLHL23	
Q8NBP0	TTC13_HUMAN	Homo sapiens (Human)	860	TTC13	
Q8NBP5	MFSD9_HUMAN	Homo sapiens (Human)	474	MFSD9	Major facilitator superfamily
Q8NBR9	CK072_HUMAN	Homo sapiens (Human)	251	NDUFV1-DT	
Q8NBT3	TM145_HUMAN	Homo sapiens (Human)	493	TMEM145	
Q8NBZ9	NEAS1_HUMAN	Homo sapiens (Human)	246	NEXN-AS1	
Q8NC38	CA213_HUMAN	Homo sapiens (Human)	126	ZNF436-AS1	
Q8NC54	KCT2_HUMAN	Homo sapiens (Human)	265	KCT2	
Q8NCJ5	SPRY3_HUMAN	Homo sapiens (Human)	442	SPRYD3	
Q8NCL8	TM116_HUMAN	Homo sapiens (Human)	245	TMEM116	
Q8NCQ2	CNAS1_HUMAN	Homo sapiens (Human)	148	CSNK1G2-AS1	
Q8NCQ3	NC301_HUMAN	Homo sapiens (Human)	95	LINC00301	
Q8NCS4	TM35B_HUMAN	Homo sapiens (Human)	154	TMEM35B	DoxX family
Q8NCU4	CC191_HUMAN	Homo sapiens (Human)	936	CCDC191	
Q8ND24	RN214_HUMAN	Homo sapiens (Human)	703	RNF214	
Q8ND94	LRN4L_HUMAN	Homo sapiens (Human)	238	LRRN4CL	
Q8NDY4	MDS2_HUMAN	Homo sapiens (Human)	140	MDS2	
Q8NDY8	TMM52_HUMAN	Homo sapiens (Human)	209	TMEM52	
Q8NEA4	FBX36_HUMAN	Homo sapiens (Human)	188	FBXO36	
Q8NEE0	KLAS1_HUMAN	Homo sapiens (Human)	82	KLHL30-AS1	
Q8NEE8	TTC16_HUMAN	Homo sapiens (Human)	873	TTC16	
